UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Temp difference,Power,Wear severity,Load factor
4594,L51773,L,303.0,311.2,1409,41.9,98,0,0,0,0,0,0,8.199999999999989,6182.350654974865,4106.2,0.029737402413058906
4595,M19454,M,303.0,311.2,1387,41.4,100,0,0,0,0,0,0,8.199999999999989,6013.196834530079,4140.0,0.029848594087959625
4596,M19455,M,303.0,311.2,1460,43.9,103,0,0,0,0,0,0,8.199999999999989,6711.907984639473,4521.7,0.03006849315068493
4597,L51776,L,303.0,311.2,1361,47.6,106,1,0,1,0,0,0,8.199999999999989,6784.122727769992,5045.6,0.03497428361498898
4598,M19457,M,303.0,311.1,1490,43.0,108,0,0,0,0,0,0,8.100000000000023,6709.394710516602,4644.0,0.028859060402684565
4599,L51778,L,303.1,311.2,1399,49.2,111,0,0,0,0,0,0,8.099999999999966,7207.944520690278,5461.200000000001,0.035167977126518944
4600,L51779,L,303.1,311.1,1420,55.8,113,0,0,0,0,0,0,8.0,8297.574516661361,6305.4,0.03929577464788732
4601,L51780,L,303.0,311.0,1359,44.2,115,1,0,1,0,0,0,8.0,6290.285306576699,5083.0,0.03252391464311994
4602,M19461,M,303.0,311.1,1372,54.3,117,1,0,1,0,0,0,8.100000000000023,7801.579868512606,6353.099999999999,0.03957725947521866
4603,M19462,M,303.0,311.0,1409,41.7,120,0,0,0,0,0,0,8.0,6152.8406279821465,5004.0,0.02959545777146913
4604,H34017,H,302.9,311.0,1452,58.3,123,0,0,0,0,0,0,8.100000000000023,8864.694822487392,7170.9,0.040151515151515146
4605,L51784,L,302.9,311.0,1820,24.6,128,0,0,0,0,0,0,8.100000000000023,4688.512876217408,3148.8,0.013516483516483517
4606,H34019,H,302.9,311.0,1469,48.7,130,0,0,0,0,0,0,8.100000000000023,7491.682697186995,6331.0,0.03315180394826413
4607,L51786,L,302.9,311.1,1556,45.3,135,0,0,0,0,0,0,8.200000000000045,7381.360435168434,6115.5,0.029113110539845756
4608,L51787,L,303.0,311.1,1980,20.2,137,0,0,0,0,0,0,8.100000000000023,4188.371325765912,2767.4,0.010202020202020202
4609,M19468,M,303.0,311.2,1519,38.0,139,0,0,0,0,0,0,8.199999999999989,6044.6337050170005,5282.0,0.025016458196181698
4610,L51789,L,303.0,311.2,1456,44.0,142,0,0,0,0,0,0,8.199999999999989,6708.766391985884,6248.0,0.03021978021978022
4611,L51790,L,303.1,311.2,1394,45.3,144,0,0,0,0,0,0,8.099999999999966,6612.864040247299,6523.2,0.03249641319942611
4612,L51791,L,303.0,311.3,1365,56.2,146,1,0,1,0,0,0,8.300000000000011,8033.36657449446,8205.2,0.04117216117216117
4613,L51792,L,303.0,311.3,2194,16.5,148,0,0,0,0,0,0,8.300000000000011,3790.959855086803,2442.0,0.007520510483135825
4614,L51793,L,303.1,311.3,1403,55.6,150,0,0,0,0,0,0,8.199999999999989,8168.852993668275,8340.0,0.03962936564504633
4615,H34028,H,303.0,311.2,1503,37.0,152,0,0,0,0,0,0,8.199999999999989,5823.570301959399,5624.0,0.024617431803060547
4616,L51795,L,303.0,311.3,1793,29.3,157,0,0,0,0,0,0,8.300000000000011,5501.441863235815,4600.1,0.01634132738427217
4617,L51796,L,303.1,311.4,1829,24.5,159,0,0,0,0,0,0,8.299999999999955,4692.544586789515,3895.5,0.013395297977036633
4618,M19477,M,303.1,311.4,1831,23.3,161,0,0,0,0,0,0,8.299999999999955,4467.585608841461,3751.3,0.012725286728563627
4619,M19478,M,303.0,311.3,1335,53.6,164,1,0,1,0,0,0,8.300000000000011,7493.326797342375,8790.4,0.0401498127340824
4620,H34033,H,303.1,311.3,2056,19.7,167,0,0,0,0,0,0,8.199999999999989,4241.485185562603,3289.9,0.009581712062256808
4621,L51800,L,303.1,311.3,1336,52.6,172,1,0,1,0,0,0,8.199999999999989,7359.0341833769235,9047.2,0.03937125748502994
4622,L51801,L,303.0,311.2,1341,51.0,174,1,0,1,0,0,0,8.199999999999989,7161.888772388652,8874.0,0.03803131991051454
4623,M19482,M,303.0,311.1,1526,37.3,176,0,0,0,0,0,0,8.100000000000023,5960.6275174600105,6564.799999999999,0.024442988204456093
4624,L51803,L,303.0,311.1,1525,40.7,179,0,0,0,0,0,0,8.100000000000023,6499.693400889484,7285.3,0.026688524590163937
4625,M19484,M,303.0,311.1,1428,39.8,181,0,0,0,0,0,0,8.100000000000023,5951.684450372791,7203.799999999999,0.02787114845938375
4626,L51805,L,303.0,311.2,1511,45.7,184,0,0,0,0,0,0,8.199999999999989,7231.1818343513305,8408.800000000001,0.03024487094639312
4627,L51806,L,303.0,311.2,1664,29.8,186,0,0,0,0,0,0,8.199999999999989,5192.759441069593,5542.8,0.017908653846153845
4628,M19487,M,303.0,311.2,1592,38.9,188,0,0,0,0,0,0,8.199999999999989,6485.168770854387,7313.2,0.02443467336683417
4629,M19488,M,303.0,311.1,1597,36.7,191,0,0,0,0,0,0,8.100000000000023,6137.614375587747,7009.700000000001,0.02298058860363181
4630,L51809,L,303.0,311.2,1735,26.1,194,0,0,0,0,0,0,8.199999999999989,4742.077030961113,5063.400000000001,0.015043227665706052
4631,L51810,L,302.9,311.2,1751,23.8,196,0,0,0,0,0,0,8.300000000000011,4364.070130905678,4664.8,0.013592233009708738
4632,L51811,L,303.0,311.2,1383,44.6,198,0,0,0,0,0,0,8.199999999999989,6459.302991339831,8830.800000000001,0.03224873463485177
4633,M19492,M,302.9,311.2,1330,53.7,200,1,0,1,0,0,0,8.300000000000011,7479.189630401221,10740.0,0.040375939849624065
4634,L51813,L,303.0,311.2,1382,50.5,203,0,0,0,0,0,0,8.199999999999989,7308.496429556176,10251.5,0.03654124457308249
4635,L51814,L,303.0,311.2,1755,30.4,205,0,0,0,0,0,0,8.199999999999989,5587.008375144087,6232.0,0.01732193732193732
4636,M19495,M,303.0,311.2,1614,35.7,207,0,0,0,0,0,0,8.199999999999989,6033.9313460437725,7389.900000000001,0.022118959107806695
4637,L51816,L,303.0,311.3,1466,43.0,210,0,0,0,0,0,0,8.300000000000011,6601.323923233112,9030.0,0.029331514324693043
4638,M19497,M,303.1,311.3,1847,24.7,212,0,0,0,0,0,0,8.199999999999989,4777.4094763384865,5236.4,0.01337303735787764
4639,L51818,L,303.1,311.3,1474,34.8,215,0,0,0,0,0,0,8.199999999999989,5371.620782813972,7481.999999999999,0.02360922659430122
4640,L51819,L,303.1,311.3,1657,31.8,217,0,0,0,0,0,0,8.199999999999989,5517.956168618184,6900.6,0.0191913095956548
4641,L51820,L,303.1,311.2,1435,40.1,219,0,0,0,0,0,0,8.099999999999966,6025.941228728143,8781.9,0.02794425087108014
4642,H34055,H,303.1,311.3,1494,42.7,221,0,0,0,0,0,0,8.199999999999989,6680.471114152551,9436.7,0.028580990629183404
4643,L51822,L,303.2,311.4,1238,54.6,226,1,0,1,0,1,0,8.199999999999989,7078.5109033623785,12339.6,0.04410339256865913
4644,L51823,L,303.2,311.4,1324,54.2,228,1,0,1,0,1,0,8.199999999999989,7514.773403190881,12357.6,0.04093655589123867
4645,L51824,L,303.2,311.4,1514,41.2,230,0,0,0,0,0,0,8.199999999999989,6532.083221147995,9476.0,0.027212681638044914
4646,L51825,L,303.3,311.4,1732,25.6,232,0,0,0,0,0,0,8.099999999999966,4643.190166201619,5939.200000000001,0.014780600461893766
4647,L51826,L,303.3,311.4,1497,46.0,234,1,1,0,0,0,0,8.099999999999966,7211.211777050011,10764.0,0.03072812291249165
4648,L51827,L,303.3,311.4,1958,21.5,0,0,0,0,0,0,0,8.099999999999966,4408.387531272317,0.0,0.010980592441266599
4649,L51828,L,303.3,311.4,1630,32.5,2,0,0,0,0,0,0,8.099999999999966,5547.5290274639765,65.0,0.019938650306748466
4650,M19509,M,303.3,311.4,1395,59.1,4,0,0,0,0,0,0,8.099999999999966,8633.567850962789,236.4,0.04236559139784946
4651,L51830,L,303.3,311.4,1658,30.5,7,0,0,0,0,0,0,8.099999999999966,5295.5732966460755,213.5,0.0183956574185766
4652,L51831,L,303.2,311.4,1349,51.1,9,1,0,1,0,0,0,8.199999999999989,7218.741127443115,459.90000000000003,0.03787991104521868
4653,L51832,L,303.1,311.2,1452,52.9,11,0,0,0,0,0,0,8.099999999999966,8043.608166545163,581.9,0.03643250688705234
4654,M19513,M,303.1,311.1,1594,35.5,13,0,0,0,0,0,0,8.0,5925.776782956188,461.5,0.022271016311166875
4655,M19514,M,303.1,311.0,1510,47.6,16,0,0,0,0,0,0,7.899999999999977,7526.837118980665,761.6,0.03152317880794702
4656,L51835,L,303.1,311.1,1854,22.6,19,0,0,0,0,0,0,8.0,4387.799627415792,429.40000000000003,0.012189859762675297
4657,L51836,L,303.1,311.2,1626,32.3,21,0,0,0,0,0,0,8.099999999999966,5499.860594933506,678.3,0.019864698646986468
4658,L51837,L,303.1,311.2,1628,35.2,23,0,0,0,0,0,0,8.099999999999966,6001.028398985176,809.6,0.021621621621621623
4659,L51838,L,303.1,311.2,1679,34.8,25,0,0,0,0,0,0,8.099999999999966,6118.691515837624,869.9999999999999,0.020726622989874925
4660,M19519,M,303.1,311.2,1489,44.5,27,0,0,0,0,0,0,8.099999999999966,6938.783334106217,1201.5,0.029885829415715246
4661,L51840,L,303.2,311.2,1439,43.9,30,0,0,0,0,0,0,8.0,6615.366842394659,1317.0,0.030507296733842944
4662,L51841,L,303.3,311.3,1350,48.1,32,1,0,1,0,0,0,8.0,6799.977298695108,1539.2,0.03562962962962963
4663,H34076,H,303.3,311.2,1607,31.7,34,0,0,0,0,0,0,7.899999999999977,5334.623293330195,1077.8,0.019726197884256377
4664,L51843,L,303.3,311.3,1389,53.9,39,0,0,0,0,0,0,8.0,7840.064378519079,2102.1,0.038804895608351334
4665,M19524,M,303.3,311.3,1566,46.1,41,0,0,0,0,0,0,8.0,7559.99139345155,1890.1000000000001,0.02943805874840358
4666,M19525,M,303.4,311.4,1307,54.0,44,1,0,1,0,0,0,8.0,7390.910876835347,2376.0,0.041315990818668706
4667,M19526,M,303.3,311.5,1569,36.6,47,0,0,0,0,0,0,8.199999999999989,6013.57382564851,1720.2,0.02332695984703633
4668,H34081,H,303.3,311.4,1651,30.6,50,0,0,0,0,0,0,8.099999999999966,5290.504860498284,1530.0,0.018534221683827984
4669,H34082,H,303.3,311.4,1692,27.9,55,0,0,0,0,0,0,8.099999999999966,4943.484535982755,1534.5,0.01648936170212766
4670,M19529,M,303.3,311.5,1373,47.3,60,1,0,1,0,0,0,8.199999999999989,6800.804584760552,2838.0,0.034450109249817916
4671,L51850,L,303.2,311.4,1610,35.5,63,0,0,0,0,0,0,8.199999999999989,5985.257603864155,2236.5,0.022049689440993787
4672,L51851,L,303.3,311.4,1511,43.4,65,0,0,0,0,0,0,8.099999999999966,6867.249269383976,2821.0,0.028722700198544008
4673,L51852,L,303.3,311.5,1412,55.6,67,0,0,0,0,0,0,8.199999999999989,8221.254759130154,3725.2000000000003,0.03937677053824363
4674,L51853,L,303.4,311.5,1501,36.2,69,0,0,0,0,0,0,8.100000000000023,5690.073558132858,2497.8,0.024117255163224518
4675,L51854,L,303.4,311.5,1414,44.8,71,0,0,0,0,0,0,8.100000000000023,6633.70327151611,3180.7999999999997,0.031683168316831684
4676,H34089,H,303.5,311.5,1629,33.5,73,0,0,0,0,0,0,8.0,5714.714116512512,2445.5,0.02056476365868631
4677,L51856,L,303.4,311.5,1879,21.3,78,0,0,0,0,0,0,8.100000000000023,4191.167343227607,1661.4,0.01133581692389569
4678,H34091,H,303.5,311.6,1466,47.0,80,0,0,0,0,0,0,8.100000000000023,7215.400567254796,3760.0,0.032060027285129605
4679,H34092,H,303.6,311.7,1476,40.1,85,0,0,0,0,0,0,8.099999999999966,6198.110978120375,3408.5,0.027168021680216804
4680,L51859,L,303.6,311.8,1695,30.7,90,0,0,0,0,0,0,8.199999999999989,5449.249537284176,2763.0,0.018112094395280234
4681,L51860,L,303.6,311.7,1491,39.8,92,0,0,0,0,0,0,8.099999999999966,6214.258764359825,3661.6,0.0266934942991281
4682,M19541,M,303.6,311.8,1659,34.7,94,0,0,0,0,0,0,8.199999999999989,6028.43355889999,3261.8,0.020916214587100666
4683,L51862,L,303.6,311.8,1567,31.7,97,0,0,0,0,0,0,8.199999999999989,5201.838643838467,3074.9,0.0202297383535418
4684,L51863,L,303.6,311.8,1736,32.9,99,0,0,0,0,0,0,8.199999999999989,5981.0059818062955,3257.1,0.018951612903225806
4685,M19544,M,303.6,311.8,1421,44.8,101,1,0,0,0,0,0,8.199999999999989,6666.543386721636,4524.799999999999,0.03152709359605911
4686,M19545,M,303.6,311.8,1627,30.8,104,0,0,0,0,0,0,8.199999999999989,5247.674480654343,3203.2000000000003,0.018930547019053473
4687,M19546,M,303.5,311.6,1562,34.2,107,0,0,0,0,0,0,8.100000000000023,5594.171206394273,3659.4,0.021895006402048656
4688,L51867,L,303.5,311.6,2183,17.0,110,0,0,0,0,0,0,8.100000000000023,3886.2548322456937,1870.0,0.007787448465414567
4689,L51868,L,303.5,311.6,1577,38.1,112,0,0,0,0,0,0,8.100000000000023,6291.9503506831015,4267.2,0.024159797083069118
4690,M19549,M,303.4,311.5,1560,36.4,114,0,0,0,0,0,0,8.100000000000023,5946.40657471476,4149.599999999999,0.02333333333333333
4691,M19550,M,303.4,311.5,1483,43.0,117,0,0,0,0,0,0,8.100000000000023,6677.874064225583,5031.0,0.02899527983816588
4692,L51871,L,303.5,311.5,1535,33.3,120,0,0,0,0,0,0,8.0,5352.802642818968,3995.9999999999995,0.021693811074918565
4693,M19552,M,303.4,311.4,1606,29.6,122,0,0,0,0,0,0,8.0,4978.125830976339,3611.2000000000003,0.018430884184308844
4694,M19553,M,303.4,311.5,1817,24.7,125,0,0,0,0,0,0,8.100000000000023,4699.812137794818,3087.5,0.013593835993395706
4695,L51874,L,303.4,311.5,1424,50.8,128,0,0,0,0,0,0,8.100000000000023,7575.343309552092,6502.4,0.035674157303370785
4696,L51875,L,303.3,311.6,1514,34.7,130,0,0,0,0,0,0,8.300000000000011,5501.536111015422,4511.0,0.022919418758256278
4697,L51876,L,303.4,311.6,1449,41.7,132,0,0,0,0,0,0,8.200000000000045,6327.513179521739,5504.400000000001,0.028778467908902695
4698,M19557,M,303.5,311.6,1573,34.0,134,0,0,0,0,0,0,8.100000000000023,5600.621943309644,4556.0,0.02161474888747616
4699,L51878,L,303.4,311.6,1564,41.9,137,0,0,0,0,0,0,8.200000000000045,6862.453104599496,5740.3,0.026790281329923272
4700,L51879,L,303.5,311.6,1428,46.2,139,0,0,0,0,0,0,8.100000000000023,6908.739236362386,6421.8,0.03235294117647059
4701,L51880,L,303.5,311.7,1620,31.0,141,0,0,0,0,0,0,8.199999999999989,5259.026102109314,4371.0,0.019135802469135803
4702,H34115,H,303.5,311.7,1584,32.7,143,0,0,0,0,0,0,8.199999999999989,5424.148211981995,4676.1,0.020643939393939395
4703,L51882,L,303.6,311.8,1222,66.8,148,1,0,1,0,0,0,8.199999999999989,8548.231722515779,9886.4,0.054664484451718495
4704,M19563,M,303.6,311.8,1432,42.5,150,0,0,0,0,0,0,8.199999999999989,6373.244296582494,6375.0,0.02967877094972067
4705,L51884,L,303.7,311.9,1561,33.3,153,0,0,0,0,0,0,8.199999999999989,5443.469006801571,5094.9,0.02133247918001281
4706,L51885,L,303.6,311.8,1614,33.2,155,0,0,0,0,0,0,8.199999999999989,5611.387134135945,5146.0,0.02057001239157373
4707,L51886,L,303.5,311.7,1959,22.3,157,0,0,0,0,0,0,8.199999999999989,4574.755806230921,3501.1,0.011383358856559469
4708,L51887,L,303.5,311.8,1944,23.5,159,0,0,0,0,0,0,8.300000000000011,4784.017292886537,3736.5,0.012088477366255145
4709,L51888,L,303.4,311.7,1793,25.8,161,0,0,0,0,0,0,8.300000000000011,4844.2730399823895,4153.8,0.014389291689905187
4710,M19569,M,303.4,311.6,1446,50.0,163,0,0,0,0,0,0,8.200000000000045,7571.238295151402,8150.0,0.034578146611341634
4711,L51890,L,303.4,311.7,1673,32.2,166,0,0,0,0,0,0,8.300000000000011,5641.316040149144,5345.200000000001,0.019246861924686193
4712,M19571,M,303.4,311.7,1515,44.2,168,0,0,0,0,0,0,8.300000000000011,7012.348962077778,7425.6,0.029174917491749178
4713,L51892,L,303.4,311.8,1564,35.9,171,0,0,0,0,0,0,8.400000000000034,5879.762922556609,6138.9,0.0229539641943734
4714,L51893,L,303.5,311.8,1451,45.2,173,0,0,0,0,0,0,8.300000000000011,6868.06608347391,7819.6,0.03115093039283253
4715,H34128,H,303.4,311.8,1693,28.3,175,0,0,0,0,0,0,8.400000000000034,5017.322435317627,4952.5,0.016715888954518608
4716,L51895,L,303.4,311.7,1476,42.3,180,0,0,0,0,0,0,8.300000000000011,6538.156966944934,7613.999999999999,0.02865853658536585
4717,L51896,L,303.4,311.6,1712,30.1,182,0,0,0,0,0,0,8.200000000000045,5396.334645022212,5478.2,0.01758177570093458
4718,M19577,M,303.4,311.6,1425,45.4,184,0,0,0,0,0,0,8.200000000000045,6774.844557466388,8353.6,0.03185964912280702
4719,L51898,L,303.3,311.6,1337,56.8,187,1,0,1,0,0,0,8.300000000000011,7952.585755395154,10621.6,0.042483171278982795
4720,M19579,M,303.4,311.7,1690,34.9,189,0,0,0,0,0,0,8.300000000000011,6176.475876712652,6596.099999999999,0.020650887573964497
4721,M19580,M,303.4,311.7,1353,44.1,192,1,0,1,0,0,0,8.300000000000011,6248.345044651275,8467.2,0.03259423503325942
4722,L51901,L,303.5,311.8,1927,21.9,195,0,0,0,0,0,0,8.300000000000011,4419.309801731298,4270.5,0.011364815775817333
4723,M19582,M,303.4,311.8,1391,42.7,197,0,0,0,0,0,0,8.400000000000034,6219.903159160776,8411.900000000001,0.030697340043134437
4724,L51903,L,303.4,311.8,1366,50.9,200,1,0,1,0,0,0,8.400000000000034,7281.1017416168725,10180.0,0.03726207906295754
4725,L51904,L,303.4,311.9,1771,31.6,202,0,0,0,0,0,0,8.5,5860.494487614592,6383.200000000001,0.017843026538678714
4726,M19585,M,303.4,311.8,1515,42.6,204,0,0,0,0,0,0,8.400000000000034,6758.508275667723,8690.4,0.02811881188118812
4727,M19586,M,303.4,311.8,2133,18.3,207,0,0,0,0,0,0,8.400000000000034,4087.620449365287,3788.1000000000004,0.008579465541490859
4728,M19587,M,303.4,311.8,1341,47.0,210,1,0,1,0,0,0,8.400000000000034,6600.172005926796,9870.0,0.035048471290082026
4729,L51908,L,303.4,311.7,1406,47.1,213,0,0,0,0,0,0,8.300000000000011,6934.814455387181,10032.300000000001,0.033499288762446656
4730,L51909,L,303.4,311.8,1306,61.0,215,1,0,1,0,1,0,8.400000000000034,8342.604011362817,13115.0,0.04670750382848392
4731,L51910,L,303.3,311.7,1508,35.5,217,0,0,0,0,0,0,8.399999999999977,5606.067370575866,7703.5,0.023541114058355437
4732,L51911,L,303.3,311.6,1301,45.1,219,1,0,1,0,0,0,8.300000000000011,6144.442103621549,9876.9,0.03466564181398924
4733,L51912,L,303.3,311.7,1539,38.5,221,0,0,0,0,0,0,8.399999999999977,6204.8025704725205,8508.5,0.025016244314489927
4734,L51913,L,303.3,311.6,1484,44.6,223,0,0,0,0,0,0,8.300000000000011,6931.0236002518495,9945.800000000001,0.030053908355795148
4735,L51914,L,303.2,311.5,1507,39.2,225,0,0,0,0,0,0,8.300000000000011,6186.25670184083,8820.0,0.026011944260119445
4736,L51915,L,303.2,311.5,1544,42.5,227,0,0,0,0,0,0,8.300000000000011,6871.710330952074,9647.5,0.027525906735751296
4737,L51916,L,303.2,311.5,1513,37.9,0,0,0,0,0,0,0,8.300000000000011,6004.913501900113,0.0,0.025049570389953733
4738,M19597,M,303.2,311.5,1336,58.2,2,1,0,1,0,0,0,8.300000000000011,8142.505503280171,116.4,0.043562874251497005
4739,M19598,M,303.2,311.4,2102,19.0,5,0,0,0,0,0,0,8.199999999999989,4182.297579968972,95.0,0.009039010466222646
4740,L51919,L,303.2,311.4,1351,53.8,8,1,0,1,0,0,0,8.199999999999989,7611.429737166326,430.4,0.03982235381199112
4741,L51920,L,303.3,311.5,1601,35.2,10,0,0,0,0,0,0,8.199999999999989,5901.50274371945,352.0,0.02198625858838226
4742,L51921,L,303.2,311.3,1393,52.9,12,0,0,0,0,0,0,8.100000000000023,7716.767338841192,634.8,0.03797559224694903
4743,L51922,L,303.3,311.3,1592,33.7,14,0,0,0,0,0,0,8.0,5618.256750071796,471.80000000000007,0.021168341708542714
4744,L51923,L,303.3,311.3,1409,51.8,16,0,0,0,0,0,0,8.0,7643.096991114511,828.8,0.03676366217175302
4745,L51924,L,303.3,311.3,1393,47.4,18,0,0,0,0,0,0,8.0,6914.456934991919,853.1999999999999,0.034027279253409905
4746,H34159,H,303.2,311.2,1475,43.1,20,0,0,0,0,0,0,8.0,6657.296632344571,862.0,0.029220338983050848
4747,L51926,L,303.2,311.2,1427,45.6,25,0,0,0,0,0,0,8.0,6814.240129342405,1140.0,0.031955150665732304
4748,L51927,L,303.3,311.2,1763,27.3,27,0,0,0,0,0,0,7.899999999999977,5040.151341933713,737.1,0.015484968803176404
4749,L51928,L,303.2,311.2,1363,46.7,29,1,0,1,0,0,0,8.0,6665.632324852096,1354.3000000000002,0.03426265590608951
4750,L51929,L,303.2,311.2,1404,50.9,31,0,0,0,0,0,0,8.0,7483.650691969318,1577.8999999999999,0.03625356125356125
4751,M19610,M,303.2,311.2,1688,31.9,33,0,0,0,0,0,0,8.0,5638.865597879343,1052.7,0.018898104265402844
4752,L51931,L,303.3,311.4,1510,37.3,36,0,0,0,0,0,0,8.099999999999966,5898.130767604596,1342.8,0.024701986754966886
4753,H34166,H,303.3,311.3,1502,39.5,38,0,0,0,0,0,0,8.0,6212.918351494294,1501.0,0.0262982689747004
4754,H34167,H,303.2,311.4,1607,36.6,43,0,0,0,0,0,0,8.199999999999989,6159.218061068934,1573.8,0.022775357809583074
4755,M19614,M,303.3,311.5,1384,54.8,48,0,0,0,0,0,0,8.199999999999989,7942.281331491379,2630.3999999999996,0.039595375722543354
4756,L51935,L,303.4,311.7,1295,51.3,51,1,0,1,0,0,0,8.300000000000011,6956.899851741918,2616.2999999999997,0.03961389961389961
4757,H34170,H,303.4,311.7,1991,19.0,53,0,0,0,0,0,0,8.300000000000011,3961.4436164216095,1007.0,0.009542943244600702
4758,L51937,L,303.4,311.6,1497,42.8,58,0,0,0,0,0,0,8.200000000000045,6709.562262124792,2482.3999999999996,0.028590514362057447
4759,L51938,L,303.5,311.6,1465,48.7,60,0,0,0,0,0,0,8.100000000000023,7471.283288889686,2922.0,0.03324232081911263
4760,L51939,L,303.5,311.6,1361,46.5,62,1,0,1,0,0,0,8.100000000000023,6627.3467823803485,2883.0,0.03416605437178545
4761,L51940,L,303.6,311.7,1546,38.5,64,0,0,0,0,0,0,8.099999999999966,6233.024544477269,2464.0,0.024902975420439843
4762,H34175,H,303.7,311.9,1332,52.7,66,1,0,1,0,0,0,8.199999999999989,7350.949818281686,3478.2000000000003,0.039564564564564565
4763,M19622,M,303.7,312.0,2663,11.4,71,1,0,0,1,0,0,8.300000000000011,3179.103269873655,809.4,0.004280886218550507
4764,L51943,L,303.7,312.1,1443,45.9,74,0,0,0,0,0,0,8.400000000000034,6935.97684466901,3396.6,0.03180873180873181
4765,M19624,M,303.7,312.0,1402,48.6,76,0,0,0,0,0,0,8.300000000000011,7135.310898539282,3693.6,0.034664764621968616
4766,L51945,L,303.7,312.0,1892,22.5,79,0,0,0,0,0,0,8.300000000000011,4457.919975443917,1777.5,0.011892177589852008
4767,M19626,M,303.6,312.0,1645,35.7,81,0,0,0,0,0,0,8.399999999999977,6149.8246990347,2891.7000000000003,0.02170212765957447
4768,L51947,L,303.6,311.9,1473,50.1,84,0,0,0,0,0,0,8.299999999999955,7728.035184492068,4208.400000000001,0.0340122199592668
4769,L51948,L,303.6,312.0,1309,52.9,86,1,0,1,0,0,0,8.399999999999977,7251.434634991471,4549.4,0.040412528647822764
4770,H34183,H,303.6,311.9,1544,37.1,88,0,0,0,0,0,0,8.299999999999955,5998.5989006663995,3264.8,0.024028497409326426
4771,L51950,L,303.5,311.9,1344,49.3,93,1,0,1,0,0,0,8.399999999999977,6938.647198424561,4584.9,0.036681547619047614
4772,M19631,M,303.6,311.9,1617,36.0,95,0,0,0,0,0,0,8.299999999999955,6095.946385025634,3420.0,0.022263450834879406
4773,M19632,M,303.6,312.0,1435,37.9,98,0,0,0,0,0,0,8.399999999999977,5695.340961815376,3714.2,0.02641114982578397
4774,L51953,L,303.6,312.0,1391,50.3,101,0,0,0,0,0,0,8.399999999999977,7326.95852238377,5080.299999999999,0.036161035226455786
4775,L51954,L,303.6,312.0,1827,23.3,103,0,0,0,0,0,0,8.399999999999977,4457.825727664309,2399.9,0.012753147235905857
4776,L51955,L,303.5,312.0,1761,25.8,105,0,0,0,0,0,0,8.5,4757.8164101555985,2709.0,0.01465076660988075
4777,L51956,L,303.5,312.1,1522,36.4,107,0,0,0,0,0,0,8.600000000000023,5801.558209433247,3894.7999999999997,0.023915900131406043
4778,M19637,M,303.5,312.2,1818,23.6,109,0,0,0,0,0,0,8.699999999999989,4492.980149457979,2572.4,0.012981298129812982
4779,H34192,H,303.6,312.2,1371,54.6,112,1,0,1,0,0,0,8.599999999999966,7838.964821090324,6115.2,0.03982494529540481
4780,L51959,L,303.7,312.3,1511,38.9,117,0,0,0,0,0,0,8.600000000000023,6155.2072944478505,4551.3,0.025744540039708802
4781,L51960,L,303.7,312.4,1404,46.6,119,0,0,0,0,0,0,8.699999999999989,6851.436586360908,5545.400000000001,0.03319088319088319
4782,L51961,L,303.7,312.3,1384,45.9,121,0,0,0,0,0,0,8.600000000000023,6652.385275829458,5553.9,0.033164739884393064
4783,L51962,L,303.8,312.5,1368,52.6,123,0,0,0,0,0,0,8.699999999999989,7535.298475194334,6469.8,0.03845029239766082
4784,L51963,L,303.7,312.5,1641,36.0,125,0,0,0,0,0,0,8.800000000000011,6186.42425344902,4500.0,0.021937842778793418
4785,L51964,L,303.9,312.6,1642,32.3,127,0,0,0,0,0,0,8.700000000000045,5553.979764379346,4102.099999999999,0.019671132764920825
4786,H34199,H,303.9,312.7,1401,50.0,129,0,0,0,0,0,0,8.800000000000011,7335.618846132167,6450.0,0.03568879371877231
4787,L51966,L,303.8,312.6,1577,41.3,134,0,0,0,0,0,0,8.800000000000011,6820.408122918951,5534.2,0.026188966391883322
4788,L51967,L,303.7,312.6,1396,44.1,136,0,0,0,0,0,0,8.900000000000034,6446.925116284687,5997.6,0.031590257879656164
4789,H34202,H,303.7,312.6,1514,35.5,138,0,0,0,0,0,0,8.900000000000034,5628.372678416354,4899.0,0.02344782034346103
4790,L51969,L,303.8,312.8,1646,35.8,143,0,0,0,0,0,0,9.0,6170.800065985167,5119.4,0.02174969623329283
4791,L51970,L,303.8,312.8,1443,40.7,145,0,0,0,0,0,0,9.0,6150.201690153131,5901.5,0.028205128205128206
4792,M19651,M,303.7,312.7,1469,48.5,147,0,0,0,0,0,0,9.0,7460.916033132839,7129.5,0.03301565690946222
4793,H34206,H,303.7,312.7,1564,40.2,150,0,0,0,0,0,0,9.0,6584.024219687345,6030.0,0.025703324808184144
4794,H34207,H,303.6,312.6,1498,40.2,155,0,0,0,0,0,0,9.0,6306.181765403864,6231.0,0.02683578104138852
4795,L51974,L,303.6,312.6,1699,27.9,160,0,0,0,0,0,0,9.0,4963.936304157624,4464.0,0.016421424367274867
4796,L51975,L,303.6,312.5,1431,49.0,162,0,0,0,0,0,0,8.899999999999977,7342.844509235423,7938.0,0.03424178895877009
